text,sentiment
"He didn't wear a mask because he was afraid it would make him look bad in front of reporters. Today, he went golfing as the death toll from COVID-19 nears 100,000 people in the U.S. alone. #CoronavirusUSA #Covid19usa",neg
"I request you to Keep face mask & maintain social distance to protect yourself from covid-19 🙏🏻
Stay home, be happy
—Niyati Baisla 
#India_win_against_corona
@CharuPragya @isomendratomar @arjunbhatigolf @JayantSinghArya @SatyendraNagar8 @KasanaYashpal @CarryMinati @iAmitBhadana pic.twitter.com/CJUlC1JKne",pos
"The mask does not protect you against COVID-19. It prevents your aerosols from going into other people's faces. It protects other people from you. Give this visualization of what happens with vs without mask a cple secs to load and then scroll through:

 https://www.nytimes.com/interactive/2020/04/14/science/coronavirus-transmission-cough-6-feet-ar-ul.html?referringSource=articleShare …",pos
"The mask protects OTHERS from you! My mask protects YOU from my Covid-19 positive ass! How F**king STUPID do these people have to be to not grasp this simple concept??? I swear to crap, does this virus make people DUMB AS DOGS**T too???",neg
"From June 1st @MotoSolutions AI powered COVID-19 video surveillance will help maintain social distancing and mask wearing in Australian business.
Here's my report and tech chat on Sky News Australia Weekend Edition with @jaynieseal
#covid19 #samsungterrace #laserhdmi pic.twitter.com/f7ZHHloxO6",pos
"Just bought a fishing mask intended to prevent sunburn to wear when only when absolutely required. 

It doesn’t serve any medical purpose; it’s only for show.  But really, any masks worn by the fearful won’t protect them from Covid-19.",neg
How can they go for 8 hours without drinking or eating anything  where near mask Hospital plays 'Here Comes the Sun' when COVID-19 patients are removed from ventilators  https://www.wesh.com/article/hospital-plays-here-comes-the-sun-when-covid-19-patients-are-removed-from-ventilators/32652634 …,pos
Wow can people be any more moronic HIPA guidelines do not give anyone the right to possibly infect other person's with Covid 19! There are no illnesses that I've ever heard of and I was a medical professional that keep someone from wearing a mask per store policy!  https://twitter.com/ananavarro/status/1264197952270106625 …,neg
"Before COVID-19, In America, it is actually unlawful to wear a mask of any kind. Unless you have a written note or equivalent from a doctor to wear a medical mask. (usually only elderly re seen wearing them usually).",pos
"On 3/27, the US had just over 2,000 deaths from COVID-19. Two months later we're just shy of 99,000. And in some models, 100k was going to be the low number by August. At the current pace, there will be another 144k by August. Wear your mask, and stay home as much as you can.",neg
"Carbon filters are 0% effective against viruses. That mask is knit and people will sweat from it. It will then turn into a breeding ground for bacteria. Also because of the sweat, it will be a nice incubator for Covid 19 should it come within 6 feet of the virus. Stay in school.",pos
"Alabama’s COVID caseload worsening while casinos, churches & more reopen,the state’s most recognizable person had some stern words about bringing COVID-19 under control.

You need 2B staying 6 feet away from me,haven’t I told U, U have 2 wear a mask when you’re in this building?  https://twitter.com/angel4autism/status/1264412577976553473 …",neg
"And now there's a  Covid-19 outbreak in WH no surprise there,still idiot refuses 2wear mask wants2 prove his 'gut instrinct' smarter than science,trump>law, reelection>ppl's lives. If WH used pandemic notebook/team from Obama,no lockdown, no economic disaster 1000's lives saved",neg
"Explain how @CPHO_Canada @TOPublicHealth with all of your medical education & medical experience couldn't get the facts straight from day 1? 1st u stated COVID-19 was low risk, then you stated to not wear a mask now you want people to wear a mask. Little too late don't u think?",neg
Who cares? There is ZERO reason to be wearing a mask OUTSIDE. There have been NO proven cases of covid-19 transmission from person to person in an outdoor setting in passing. None.,pos
"I've had people literally cry thanking me for making them a mask because they were in such danger and/or fear from the COVID-19 pandemic.

Watching these videos of crowds today really burns my ass in a special way.",neg
" https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks …

By the way, from the same website you posted. States that wearing a mask can prevent the spread of covid-19. It also adds to should wash your hands and social distance.  So please, since that is the website you believe in, follow these recommendations.",pos
"This memorial day weekend officially have more deaths from Covid-19 then Korean war 58,220 dead
Vietnam war 33,686 dead
& 911 2,977 dead
94,883 dead 70 years
Covid-19 in 3 months now
98,683 dead!
Yet Trumpers act as though let's get back to normal?WTF! Wear a mask! #memorialday",neg
You imbecile the mask is to keep you from spreading COVID-19!! Het a brain moron  https://twitter.com/Proudtrumpsupp5/status/1264310993024401408 …,neg
iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities. This update also introduces an option to control automati,pos
"Open Kentucky and lift ALL requirements @AndyBeshearKY.
294 covid-19 deaths of a population of 4.5 million.
You're depriving My immune system from wearing mask at work and hurting My respiratory.
I will Find Kentucky and Haier liable for any illness linked to either.",neg
"I’d like a journalist to just ask one question to them. “Has a member of your family been hospitalized or died from Covid 19?” I bet not.  But if/when it does I wear a mask and social distance for them. 
🙏🏻😢🇺🇸",neg
"I watched a gif of someone dressed as a doctor making a public announcement that masks do not protect you or others from virus covid 19. What BS.
There are some crazy people out there.
💫 cool mask  pic.twitter.com/fUAmAWeuCZ",neg
"Well, I got Covid 19 while wearing a mask. A hospital mask. I got it from a surgeon who was also wearing a mask. 
I’ve been wearing masks at work for 27 years, to keep our sterile fields as sterile as possible. Masks don’t prevent the spread of virus. Washing your hands does.",pos
"If the masks work, why do we need 6ft? If the 6ft works, why do we need a mask?
#covid19 LA doctor TELLS KABC-TV. ""So, clinically I am seeing a resolution."": COVID-19 patients go from 'very ill' to 'symptom-free' in 8 to 12 hours using hydroxychloroquine and zinc  pic.twitter.com/qvXZ6OKLp9",neg
"From the WHO: ""If you are healthy, you only need to wear a mask if you are taking care of a person with COVID-19."" 

Are the WHO idiots? #COVID-19",pos
I now wear a mask not to protect people from COVID 19 but to save them the sight of my mustache,pos
"“In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.”  https://bit.ly/36qLXLA ",neg
"Almost 100,000 people have died from Covid-19 in just 10 weeks

No one has died from wearing a mask.

Wear a fucking mask.",neg
"More than 100,000 Americans dead from the coronavirus. Other than staying home, wearing a mask is the least one can do to stop the spread of Covid-19 and help save lives. Trump and his supporters turning it into a partisan issue is a travesty. #Winning #TrumpLiesPeopleDie pic.twitter.com/r38Mn6iSvY",neg
"You know that just because a state/county that borders yours has lesser restrictions on interaction doesn’t mean that COVID-19 is less deadly, right? And that you should still stay home, wear a mask if you have to go out, stay the hell away from people & wash your damn hands.",neg
To be clear I do not wear my mask in public to protect myself from getting sick. I’ve been tested & tested negative for Covid-19. I wear my mask bc I AM exposed 5/6 days a week 8/12hrs a day & I’m doing my best to protect you. Admire my fabric covering a surgical & carry on.,pos
COVID-19 exists. It is transmitted through droplets which the mask prevents from getting into the air. If someone sneezes the droplets can travel 25+ feet if it is not covered. The mortality rate does is not as high as originally predicted. Most recover but symptoms can be bad.,neg
"It would be a lot greater if we had saved more people from dying of Covid-19, as they had counted on their country putting every effort into protecting them.  Wear your damn mask.😷",pos
"One of the reasons widespread, public face mask wearing is so important with Covid-19 has to do with the prevalence of asymptomatic carriers who can still spread the virus to others. It is estimated that anywhere from 6% to almost 18% of those infected can carry the virus w/o",neg
Mask don't protect from covid 19 read the warning label on the box,neg
I have nurses in my family who are working to save lives. I know two people who have died from Covid 19. My Dad served in Germany. I can surely wear a mask to keep him safe.,pos
Y’all can smell a fart through undies and jeans but still think your homemade face mask is gonna save you from COVID-19?,pos
"Will @realDonaldTrump go to a church packed with people? Will he wear a mask and keep a safe distance from others? What does religion mean to him? Finally, how many people will be dead in July due to churches opening now? Covid-19 is & will be alive.",pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
It just makes me very sad to see Trump and bis supporters destroy the United States.  He has made US sick and tired.  I  stay home or wear a mask to help  protect other people  from COVID-19.  My Father was a Doctor who served in the US Army during WW2.    He wore a mask too.,neg
So no face mask is going to protect you from COVID-19? Explain that.,pos
This is what trumps world looks like white privileged but if it was another race y’all know these privileged white trash would be hollering follow the rules obey the laws but yet they can’t comply with wearing a goddamn mask 😷 to protect themselves & us from the COVID-19 🤬🤬  https://twitter.com/ananavarro/status/1264197952270106625 …,pos
"For all of those who think everyone, including healthy people who have no symptoms of COVID -19 should wear face mask, should read this from the CDC.  https://twitter.com/SicarioScott/status/1264175799814557696 …",pos
"Why recall #Newsom? Its heresy!

He used science, like Cuomo in NY to send COVID-19 patients to nursing homes 

He released criminals into the streets to protect the guilty

He demanded PPE from Feds, which he & Cuomo should have planned for

Signs secret $1b mask contract w 🇨🇳  pic.twitter.com/VToINHFDem",neg
Meth from Canada is discovered in COVID-19 mask and sanitizer packages sent to Australia | The Kingston Whig-Standard  http://nationalpost.com/news/meth-from-canada-is-discovered-in-covid-19-mask-and-sanitizer-packages-sent-to-australia …,pos
"All great questions.

""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …
Sheep don't think for themselves.",neg
Tooth Fairy thanks ‘considerate’ girl who gifted her mask to protect from COVID-19  https://www.yahoo.com/gma/tooth-fairy-thanks-considerate-girl-gifted-her-mask-232814733--abc-news-topstories.html?soc_src=social-sh&soc_trk=tw … via @GMA,pos
"If the masks work, why do we need 6ft? If the 6ft works, why do we need a mask? #covid19 LA doctor TELLS KABC-TV. ""So, clinically I am seeing a resolution."": COVID-19 patients go from 'very ill' to 'symptom-free' in 8 to 12 hours using hydroxychloroquine and zinc  pic.twitter.com/8jdRgRh4kP",neg
"No I mean scientific data

""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"1/ @realDonaldTrump prefers 2 break this rule today & every day -- nei keep'g a 6-ft distance from, nor wear'g a protective mask arnd, his jolly grp of golfers this Memorial Day w/e while others grieve new losses. Basically, he's put COVID-19 behind him -- not that he ever cared.  https://twitter.com/CDCgov/status/1264275411573374976 …",pos
"@ImranKhanPTI let  people pay 125 Rs. Per person fitra online  or using their mobile.
This is the best  way to keep them save from COVID-19. Hope, everyone will celebrate safe eid with mask 😷gloves 🧤 on & practice good hand washing 🖐 throughout the Eid ul Fitr days.",pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"It helps protect people from the one wearing the mask. As one can have COVID-19 without symptoms, it is wise for everyone to wear one. If it saves even one life, isn’t it worth it?",pos
"Conflating traffic, heart attack, cancer, murder deaths, etc w/COVID-19 deaths is ignorant. If you could reduce all those other deaths, would you? You can greatly reduce deaths from COVID-19 by wearing a mask, staying at home. BTW, that also reduces traffic & accident deaths.",neg
Tooth Fairy thanks ‘considerate’ girl who gifted her mask to protect from COVID-19  https://www.yahoo.com/gma/tooth-fairy-thanks-considerate-girl-gifted-her-mask-232814733--abc-news-topstories.html?soc_src=community&soc_trk=tw … via @Yahoo,pos
"Wearing a mask IS using common sense. Also, I’m pretty sure the families and friends of the 100,000 Americans who have died from COVID-19 don’t think it’s nonsense.",pos
"The mask wont protect you , I wear a mask but I've been around people who have been exposed to covid 19 , a mask prevents you from spreading covid 19 ...social distancing  and if you touch an item , you buy it ..",neg
"@ABCWorldNews With nearly 100,000 deaths from the Covid 19. We ask you to wear mask y distance yourself!! Wear your mask y protect yourself y protect others around you! CARE!  WEAR THE DARN MASK! This is serious to all of us!  Flags flying at half staff! WEAR THE MASK! 🥵🥵",pos
As America’s leader U should SET an example 4 us! Instead U wear no mask nor do U stand 6ft away from any1 & U use getting tested “multiple times a day” like it’s a “Morning After Pill” for yourself! That’s a waste if U won’t take precautions against COVID-19! Transition to that!,neg
How many people will get covid-19 from thinking they are safe by wearing ineffective masks?  I saw a crocheted mask. How many will get covid -19 from improper mask handling ? How many will make homemade masks so thick that it hinders proper breathing?,pos
"Disgusting how you can be so callous!!  100,000 Americans are dead from Covid-19 and no one is wearing a mask!",neg
"100,000 people have died in the US from covid-19. That's more than the number of American soldiers who died in Vietnam, Iraq & Afghanistan COMBINED.

But please, feel free to not wear a mask. After all, a single death is a tragedy. A hundred thousand is a statistic.",neg
"Interestingly, Premier Kim Jae Ryong can be seen wearing a mask here during a visit to Nampo port.

So if COVID-19 is a big concern for KJU, I'd expect this large group of military officials in his meeting to don masks.

(This photo is from the same edition of the Rodong Sinmun)  pic.twitter.com/EKhTnzjori",pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"As you’re hiding under your covers.... RT @w_terrence: THIS IS WOMAN IS TRULY LOONEY 

 Hollywood Actress @Alyssa_Milano is wearing a crocheted mask to protect herself and others from Covid-19

*RT if you are also laughing at this silly woman  pic.twitter.com/mUGFng0Qtw",pos
"Here is an actual PIECE FROM THE MAYO CLINIC... an actual operating hospital and medical school..  https://newsnetwork.mayoclinic.org/discussion/covid-19-mayo-clinic-expert-answers-questions-about-masks-after-cdc-updates-its-recommendation/ …    ""The idea behind an N95 mask is it has a filtering ability down to, and actually below, the size of SARS-CoV-2, the virus that causes COVID-19.",pos
"Can someone please explain to an Aussie how 100,000 can die in the US from covid-19 and yet some Americans are more fired up about having to wear a mask than the loss of their own people?",neg
I made it! 2 weeks after returning from emergency travel 2 red states my self quarantine in my own home from wifey ends at midnight. I didn't get covid-19 and feel great. I'm still social distancing & wearing a mask when I go out and will continue 2 do so for as long as I have 2.,pos
"Seriously???  Never wearing a mask against best practices, downplayed COVID-19 until the US fell behind, threw out contradictory messaging from CDC, told states “you are on your own”.  Yeah, stellar leadership there Lindsey. You both are a joke.",pos
"1st, China was wearing masks long before covid-19, yet they still had deaths from Corona.
2nd, if the establishment can force u to wear a mask in order to purchase goods, then they WILL force the vaccine...with the RFD chip. If u dnt see the slippery slope, then u r the dumbf*ck",pos
"They're adults. It's their choice. Trump is taking daily drugs that many doctors & other  healthcare workers take to keep from getting Covid 19.

I've not seen anyone wearing a mask outside on these beautiful days as tourists are arriving in our recreational mtn lake town.",pos
"""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"are you dumb? There's an epidemic going around, An infant actually died recently from complications from Covid 19,  you should be wary of anyone without a mask and not social distancing coming near you.. and thanks to ABBOT those people are mingling fancy free EVERYWHERE.",neg
Or they may have a fiance with a medical condition that could die from Covid-19. Thank you North Dakota Governor. Please be safe and wear a mask.  https://twitter.com/therecount/status/1263967145454690305 …,pos
"Clothes masks let in viruses...and if people are not using a clean mask, every time, they risk contamination...and not just from Covid-19.",neg
"It makes no sense. With backwards logic, they believe they're right. They have to pick one idea and stick to it

Basically they're saying it should only be liberals who wear mask. Either they think we carry Covid-19 or they want to die from it",neg
"You’re the asshole: 

Carbon filter mask-  they do not work exceptionally well in fighting or preventing viruses like COVID-19 from coming in contact. They can only trap a minuscule number of viruses (10-20%) and hence, may not be the best choice right now.",neg
"I miss going out to restuarants. I miss getting to cheer the Dodgers as a visiting fan. I miss drinking at a brewery. And all of that is meaningless if my loved ones die from COVID-19.

Wear a mask for the people you care about. And if you don't, stay the fuck away from me.",pos
I've already had and recovered from Covid 19. I still wear a mask as a courtesy to others. If someone purposely coughed on me like this I would totally slap a bitch.  https://twitter.com/ananavarro/status/1264197952270106625 …,pos
It is a crocheted mask. It has to many holes and won't protect her from Covid-19. It is no different then the cloth masks. They have no filter.  https://twitter.com/AaronWorthing/status/1264277974884499456 …,neg
"Wearing a mask is recommended to stop the wearer from spreading the virus, not to prevent the wearer from contracting COVID-19  http://u.afp.com/MasksInUS  pic.twitter.com/fbERHbpX1c",neg
"Lock me down for the ballgame.
Keep me far from the crowd.
And if the COVID-19 attacks,
I have gloves and a surgical mask...
#BaseBall #MLB https://youtu.be/zq3MqwTrFt0 ",neg
There should be a law passes that exempts hospitals from treating COVID-19 patients who became infected because they wore no mask and allowing patients infected by someone not wearing a mask to collect $100k from that person,neg
Some people are stupid. You look great Alyssa plus wearing a mask keeps everyone safe from Covid 19.,pos
"Thank you @Alyssa_Milano for solidifying the argument that just covering your face with a ""mask"", scarf, or ""face covering"" will prevent and keep you safe from COVID-19. #Useless #OpenTheUS100% https://twitter.com/conservmillen/status/1264291098853285889 …",pos
Mask is just for ur ego not to save ur life... your blood those who have beaten covid 19 Is what will save you from a virus!!!!,neg
"World Health Organization: There is currently no evidence that wearing a mask by healthy persons can prevent them from infection with respiratory viruses, including COVID-19.

 https://www.who.int/publications-detail/advice-on-the-use-of-masks-in-the-community-during-home-care-and-in-healthcare-settings-in-the-context-of-the-novel-coronavirus-(2019-ncov)-outbreak …",pos
Does @Alyssa_Milano really not know that a mask with holes won't help her from spreading Covid-19 to others if she is an asymptomatic carrier? I'm not sure if she's doing this for attention or if she's really a big 'ol dingbat.  https://twitter.com/Alyssa_Milano/status/1264248352683646976 …,neg
"Okay, we would all love a follow up here to see how many people because sick from COVID-19 because they weren’t wearing a mask. Something tells me this will never happen because the answer will be ZERO!",pos
Masks do work to keep anyone from telling me to put a mask on. Fear has spread around the world more thoroughly than Covid-19,neg
"THIS IS WOMAN IS TRULY LOONEY 

 Hollywood Actress @Alyssa_Milano is wearing a crocheted mask to protect herself and others from Covid-19

*RT if you are also laughing at this silly woman  pic.twitter.com/HOWkah3qlv",pos
The mask will not protect others from Covid-19 because it isn't made of the appropriate materials.,neg
Homemade makeshift mask do not protect you from covid-19.  I'm glad you feel good about it though.,pos
Sounds about right...anything for a photo op. Are they going to require anyone that comes near him be tested for COVID-19? Protect himself from getting sick but not wear a mask to protect others? Dump in a nut shell!,neg
"@Alyssa_Milano  A knitted mask will not help in COVID-19 or a regular flu season.
You're husband is wearing a mask that a Dr or nurse may need. You are ""Not""  the brightest crayon in the box, but no one expected anything more from you.",neg
So knitted face mask are going to protect you from Covid-19 Alyssa Milano you are a special kind of stupid #alyssamilano pic.twitter.com/1zA1ZFGEcR,pos
"Social distancing mask hand gloves and use sanitizer liquid will make protection and reduction case in coming days, just take precautions that’s all, this how China Germany Iran Thailand Hong Kong Singapore South Korea Win Win From Covid-19.  https://twitter.com/Live_Hindustan/status/1264300068430995456 …",pos
"It is more than just a mask. As a Free American, at least for now, it should be MY CHOICE. It DOES NOT PROTECT YOU FROM COVID 19.  pic.twitter.com/iLL6Rdmpef",pos
Protect yourself from COVID-19. Get your branded face masks today @brandedgiftsng #facemask #doubleprotective #ProductBranding #COVID-19 #StaySafe #coronavairus #mask #facemask #brandedgifts #promotionalgifts pic.twitter.com/Fov5JL6tAt,pos
"You have a crochet mask on, you may as well drink a bucket of  covid 19 puke from a Governor Coumo NY retirement home for all the good that will do you.  pic.twitter.com/HF7ZzMXXrh",pos
"If God give you everything, why can’t you ask God to provide you money so you don’t have to beg your parishioners? And can you pay a visit to the Covid-19 patients in the hospital? They can use some comforting words from God. And no, no need to use face mask, You’re immuned",pos
"So your saying that you would rather die from covid-19, than wear a mask to go to the grocery store?",neg
"I hate wearing a mask, but I do it anyway because it’s a simple way to love my neighbor.

My mask from @enditmovement arrived today.

Sex trafficking hasn’t taken a break because of COVID-19. But it can be stopped.

#inittoendit❌
#enditmovement❌ pic.twitter.com/5bC7aba7Xf",pos
"😆It's your defense that's hysterical.

COVID-19 isn't 1000s of years old, but infecting since January. As of now, More have died from COVID than anything else this year. A mask protects those around the mask-wearer more than the mask-wearer. If all do so, all are safe. 

Wise up",pos
"""Wearing Mask is Compulsory Now-a-days to Protect from Covid-19 and other Viruses..Masks are effective only when used in combination with frequent hand-cleaning with alcohol-based hand rub or soap and water..Keep Social Distancing When Going Out and Be Safe Friends..🙂🙂🙂""😷😷😷  pic.twitter.com/W19bhI1wU1",pos
"From what we can see, physically speaking, he looks like a prime candidate with all the physiological characteristics that Covid-19 will probably, should he become infected, take him out. No mask, no protection. Book sense w/o comon sense=nonsense. Next.",neg
"Why do surgeons wear masks?

Is it to protect the surgeon or to protect the patient?

It’s the latter. A mask will not stop a virus. It will not prevent you from getting COVID-19. 

Only the ignorant wear them. And this photo is further proof of that.  https://twitter.com/Alyssa_Milano/status/1264248352683646976 …",pos
"LA doctor TELLS KABC-TV. ""So, clinically I am seeing a resolution."": COVID-19 patients go from 'very ill' to 'symptom-free' in 8 to 12 hours using hydroxychloroquine and zinc  https://va.news-republic.com/a/6812611671421354501 …

If the masks work, why do we need 6ft?
If the 6ft works, why do we need a mask?",neg
POTUS doesn't have Covid 19 so exactly how by wearing a mask is he protecting anybody? And were are the studies that show the non N95 masks are effective in protecting  others from Covid 19? It's unproven.,pos
"The mask protects OTHERS,  not the wearer... they keep YOUR INFECTED SPIT off of your neighbor. It doesn't protect you FROM THEIR SPIT. Scientists found that many people infected with COVID-19 are asymptomatic. That means they don't know they have it, and are infecting others.  pic.twitter.com/VMOuyYi5Gq",neg
"I don't know why ur hatin,
Granmommies knitting has many versatile applications applicable to the modern world... besides a knitted mask just has to be moved rapidly to prevent the Covid-19 germs from landing in the hole spaces...
And don't ssh me , I'm the man...🤠🤪🤣😂 😳🤐  pic.twitter.com/tlnU8pTxqo",pos
"Trump was in a sensitive manufacturing area where there could be contamination from bacteria, viruses, etc, that have nothing to do with Covid-19. It is similar to being in a clean room. So Trump wore mask for that.

I wear a mask when out but I live in Tx & we are open.",pos
Driving from SD to KS to see my Dad. At stops in Iowa and Nebraska I am only person at gas stations wearing a mask. People look me like I’m from Mars. Get ready for COVID-19 part 2 in a couple of weeks. ⁦@johngaskins981⁩ ⁦@MikeHenriksen⁩ ⁦@CarterWoodiel⁩ ⁦ pic.twitter.com/SQzKOLWMC2,pos
"I would like to work for the one task force for a day to in real sexy voice over intercom say COVOD to Covid-1 over, do you have the mask and gloves or is Mother of all Hubbards cupboards still bare? Did you seize the ones from covid-19 yet to get us through 20 over..",pos
"Well, a mask will not protect me from COVID-19. And I work in a hospital, so...yeah (Okay, the basement of a hospital but in a hospital none-the-less.)",neg
"My friend's dad died of Covid-19. Due to contract tracing we know who he caught it from: a man who, while asymptomatic, had spent time w/him & hadn't worn a mask 

Wearing a mask is a SMALL inconvenience. It's not like being asked to enlist & fight the Taliban. We can all do this  https://twitter.com/julieannemery/status/1264277144017997838 …",neg
"This is how I go to war against the coronavirus - CoVid 19. Here's how else I will go to war against it. If you don't wear a mask and/or stay 6' away from me, I will tase your azz. #wearadamnedmask pic.twitter.com/jtGxQVfnCM",neg
In my opinion they are a damn joke… Why don’t we wear a mask when the regular flu comes around… If this COVID-19 is legit why are the numbers wrong. So many deaths that are not related to this but are from underlying conditions.. we’ve been taken for a ride IMO,neg
Then why was he down the street outside without a mask arguing with people on their bicycles.  He's a fake bet he wasn't sick at all. From covid-19 that is,pos
My tropical mask finally came in from Bulgaria! Very nice silky feeling! #mask #masks #covid_19 #safe #staysafe #staypeaceful #calm #dontoverthink #chill #lifeisbeautiful #positivevibes #thinkpositive #silverlining pic.twitter.com/ducYmWJMyt,pos
"it's very weird here. In my town no one wears a mask, but in the next town along most people wear a mask when outside. My town thinks they are safe cos ""no one has covid-19 here"". Load of BS, there's people with it and people dying from it right here.",neg
"From 2020

“both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.”

And don’t forget cloth masks block a measly 3%

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"As a doctor flying home on a packed plane with everyone wearing masks can tell you, cloth masks don't protect you from this virus. KEEP YOUR DISTANCE. COVID-19 is so small I doubt the cloth mask even slows it down. It's an airborne virus. 
 https://www.nbcnews.com/news/us-news/virologist-hospitalized-coronavirus-believes-he-got-it-through-his-eyes-n1206956 …",neg
"I GOT THE MASK AND THONG SET FROM ohwear1481 #fendiprints #Covid-19 #msnikkibaby #barbietingz #barbietingzchallenge #bored #wyt 😝 @ Winter Park, Florida  https://www.instagram.com/p/CAirX1BJVUS/?igshid=16fknpebzwt1f …",pos
"One of mom’s pastors died today from COVID-19. Recent kidney transplant, insisted on doing funerals w/o a mask. I just don’t get it. To get a second chance and consciously make the choice to not guard your life fiercely. Should never have happened. #StayHome #StaySafe #MaskUp",neg
"You truly want to protect yourself from COVID-19? Stop shoving the fatty foods down, get off the couch, workout and be more plant based. 

Americans want to sit around screaming at people for NOT wearing a mask or whatever but don’t take care of their bodies!!",pos
"From hydroxychloroquine and coronavirus,  to how to wear a face mask, virologist @KindrachukJason answers your COVID-19 questions. 

Have a question? Tweet us.  pic.twitter.com/O695WSZIbp",pos
"If I hear one more person say that a mask doesn't protect ""you"" from Covid-19 I'm going to scream. It does if the person nexto you is wearing one because that person is breathing into it. If you wear one, it partially protect you, but protects others more! Not rocket science.",neg
"@tmelissen1219 you put up a quote from @NYGovCuomo ? The man who ""respected"" older Americans by sending  Covid-19 patients to nursing facilities. He doesn't know the meaning of the word and apparently neither do you. A mask says they won't let me think for myself.  https://twitter.com/tmelissen1219/status/1264254281265360896 …",pos
WTAF...you drag these kids to the WH for a photo op... offer them a free COVID-19 test inorder to protect you and that blob you married but NO FACE MASK TO PROTECT THEM FROM YOU!,pos
"If you are testing a vaccine, mask, or drug to prevent infection with COVID-19, getting sera before and after your trial from participants in all arms will vastly enhance the value of the information it provides  https://www.nature.com/articles/s41591-020-0887-3 …",pos
"Hey genius, that would mean you would have to have the disease to protect the other person from, wearing the mask unfiltered is not protection from the other person who is not wearing the mask. Two COVID-19 is not Airborne, in order to catch it you would have to be within 6 feet",pos
Tooth Fairy thanks ‘considerate’ girl who gifted her mask to protect from COVID-19 - GMA -  https://abcn.ws/3bMm0ar  via @GMA,pos
"One needs Electron Microscope in order to see Covid-19 virus particle 0.125 microns small. 

Through huge holes in your 'protective' fancy mask I can see your nose with my naked eye easily from afar.

@Alyssa_Milano

 What's your point?",pos
"Stanford researchers reengineer COVID-19 face masks | Stanford News
“N95 masks are estimated to reduce oxygen intake by anywhere from 5 to 20 percent... It can cause dizziness and lightheadedness. If you wear a mask long enough, it can damage the lungs. “
  https://news.stanford.edu/2020/04/14/stanford-researchers-reengineer-covid-19-face-masks/ …",neg
Come on fellow Texans. Wearing a mask makes sense and most of you know that. If you are social distancing a mask is not necessary. Most of us know someone suffering from covid-19 and it can be nasty & dangerous.  #dotherightthing #COVIDー19,neg
"The mask she is wearing will not prevent her from spreading COVID-19 & the mask her customer is wearing will not protect them. The virus is stronger when symptoms appear than when asymptotic. Distance matters. Our culture of ""working thru it"" has got to stop. If sick stay home.  https://twitter.com/LostDiva/status/1264258841815875584 …",neg
"@DrTedros hey doctor where the  whole world is suffering from the pandemic #Covid-19, all are here mandatory to wear mask 😷 but why don't you wear it? Please reply 🙏  pic.twitter.com/tTFIeb22Gt",pos
"Just curious how specifically is your mask keeping people safe? I truly want to know.  
Because if you knew anything about respiratory equipment, what you and your family are wearing will not prevent you 4 from getting or spreading COVID 19.",pos
"To fair he needs a break from ranting at covid-19 press conferences, rage tweeting conspiracy theories, no mask wearing excuses, holding biker rallies at the white house & watching TV. Wait trump sounds more like that crazy uncle we all have more than the president of the U.S.",neg
